date,newDeaths,cum,hospCases,googleretail_and_recreation,googlegrocery_and_pharmacyn,googleparksne,googletransit_stationsne,googleworkplacesne,covidOccupiedMVBeds,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,TransNational Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care hm deaths,newFirstDose,cumFirstDose,newSecondDose,cumSecondDose,cumThird,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,pillarcapacityThree,pillarcapacityFour,pillarnewOneTests,pillarnewTwoTests,pillarnewThreeTests,pillarnewFourTests,pillarnewTests,pillarcumOneTests,pillarcumTwoTests,pillarcumThreeTests,pillarcumFourTests,pillarcumTests,cumAdmissions,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,wrl_total_cases,wrl_new_cases,wrl_new_cases_smoothed,wrl_total_deaths,wrl_new_deaths,wrl_new_deaths_smoothed,wrl_total_cases_per_million,wrl_new_cases_per_million,wrl_new_cases_smoothed_per_million,wrl_total_deaths_per_million,wrl_new_deaths_per_million,wrl_new_deaths_smoothed_per_million,wrl_reproduction_rate,wrl_icu_patients,wrl_icu_patients_per_million,wrl_hosp_patients,wrl_hosp_patients_per_million,wrl_total_tests,wrl_total_tests_per_thousand,wrl_new_tests_per_thousand,wrl_new_tests_smoothed,wrl_new_tests_smoothed_per_thousand,wrl_positive_rate,wrl_tests_per_case,wrl_tests_units,wrl_total_vaccinations,wrl_people_vaccinated,wrl_people_fully_vaccinated,wrl_total_boosters,wrl_new_vaccinations,wrl_new_vaccinations_smoothed,wrl_total_vaccinations_per_hundred,wrl_people_vaccinated_per_hundred,wrl_people_fully_vaccinated_per_hundred,wrl_total_boosters_per_hundred,wrl_new_vaccinations_smoothed_per_million,wrl_new_people_vaccinated_smoothed,wrl_new_people_vaccinated_smoothed_per_hundred,wrl_stringency_index,wrl_population,wrl_population_density,wrl_median_age,wrl_aged_65_older,wrl_aged_70_older,wrl_gdp_per_capita,wrl_extreme_poverty,wrl_cardiovasc_death_rate,wrl_diabetes_prevalence,wrl_female_smokers,wrl_male_smokers,wrl_handwashing_facilities,wrl_hosp_beds_1000,wrl_life_exp,wrl_hum_dev_index,count_flight,flight 7day avg,Adm classification target
3/4/2021,233,149189,10933,-93,-74,-89,-84,-71,1589,0.64,0.84,1.02,0.7,0.18,0.18,0.35,0.3,0.9,48,376244,21358815,70206,1034068,,875226,201826,552300,120000,1100,82292,892222,2635,18337,995486,20226684,65919141,2059040,5992164,94197029,447467,754126,311336,73052776,121100,2674,3263969,6573,4201358,992812,90933060,1,1,1,1,1,1,1,0,0,0,4213764,6644,6719.571,124259,242,279.429,61778.952,97.409,98.517,1821.789,3.548,4.097,0.7,1589,23.297,10933,160.291,80952324,1186.86,14.288,670227,9.826,0.01,99.7,tests performed,22392883,21358815,1034068,,446450,354184,32.83,31.31,1.52,,5193,311609,0.457,86.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1068,942.71,Medium(500-1500)
3/5/2021,222,149411,10312,-93,-71,-89,-82,-71,1542,0.68,0.85,1.02,0.73,0.19,0.2,0.37,0.31,0.87,38,437463,21796278,56772,1090840,,875393,201826,552467,120000,1100,84098,854220,2757,15402,956477,20310782,66831085,2061797,6007566,95211230,448066,754293,318682,73371458,121100,2806,3266775,5947,4207304,953671,91944455,1,1,1,1,1,1,1,0,0,0,4219788,6024,6353.286,124495,236,263.857,61867.271,88.319,93.147,1825.249,3.46,3.868,0.72,1542,22.608,10312,151.187,81890642,1200.617,13.757,720103,10.558,0.009,113.3,tests performed,22887118,21796278,1090840,,494235,348037,33.56,31.96,1.6,,5103,302033,0.443,86.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1092,947.43,Medium(500-1500)
3/6/2021,210,149621,9711,-89,-54,-82,-76,NA,1449,0.66,0.86,1.08,0.7,0.19,0.19,0.38,0.3,1.52,10,416834,22213112,31562,1122402,,890124,201524,567500,120000,1100,71310,367847,665,13593,453415,20382092,67229367,2062462,6021159,95695080,448704,769024,283009,73654467,121100,665,3267440,6040,4213343,452750,92427640,1,1,1,1,1,1,1,0,0,0,4225906,6118,6162,124654,159,245,61956.968,89.697,90.342,1827.581,2.331,3.592,0.75,1449,21.244,9711,142.375,82329799,1207.056,6.439,730309,10.707,0.008,118.5,tests performed,23335514,22213112,1122402,,448396,349976,34.21,32.57,1.65,,5131,303366,0.445,86.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,743,943.86,Medium(500-1500)
3/7/2021,194,149815,9459,-86,-63,-81,-75,NA,1394,0.64,0.82,1.08,0.68,0.2,0.18,0.4,0.32,1.68,4,164143,22377255,20241,1142643,,888936,201036,566800,120000,1100,60812,732240,646,12692,806390,20442903,67980416,2063108,6034090,96520517,449239,767836,197156,73851622,121100,646,3268325,5177,4218520,805744,93252192,1,1,1,1,1,1,1,0,0,0,4231166,5260,6048.429,124736,82,236.143,62034.086,77.118,88.677,1828.783,1.202,3.462,0.77,1394,20.438,9459,138.681,83122850,1218.683,11.627,769208,11.278,0.008,127.2,tests performed,23519898,22377255,1142643,,184384,346947,34.48,32.81,1.68,,5087,300258,0.44,86.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,864,941.71,Medium(500-1500)
3/8/2021,196,150011,9474,-91,-71,-87,-82,-70,1356,0.7,0.93,1.05,0.77,0.22,0.22,0.43,0.38,0.87,50,215273,22592528,38788,1181431,,898009,202109,573500,120000,2400,77360,1440664,2052,11565,1531641,20520263,69502488,2065160,6045655,98133566,449816,775609,167365,74018987,122400,2116,3270441,4712,4223232,1529525,94863125,0,1,1,1,1,1,1,0,0,0,4235989,4823,5957.143,124801,65,230.571,62104.797,70.711,87.339,1829.736,0.953,3.38,0.79,1356,19.881,9474,138.9,84640874,1240.939,22.256,883815,12.958,0.007,148.4,tests performed,23773959,22592528,1181431,,254061,350177,34.86,33.12,1.73,,5134,301987,0.443,82.41,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,937,940.71,Medium(500-1500)
3/9/2021,185,150196,9009,-91,-71,-84,-82,-70,1292,0.7,0.91,1.02,0.76,0.23,0.23,0.47,0.42,1.07,34,217301,22809829,72922,1254353,,898009,202109,573500,120000,2400,89309,1272551,2542,12722,1377124,20609572,70889450,2067702,6074036,99640760,450395,775609,286539,74305526,122400,2545,3288645,5766,4228998,1374579,96352115,0,1,1,1,1,1,1,0,0,0,4241858,5869,5879.714,125032,231,214.571,62190.844,86.047,86.204,1833.123,3.387,3.146,0.83,1292,18.942,9009,132.083,86002734,1260.906,19.967,981297,14.387,0.006,166.9,tests performed,24064182,22809829,1254353,,290223,352165,35.28,33.44,1.84,,5163,300888,0.441,82.41,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,913,942,Medium(500-1500)
3/10/2021,160,150356,8436,-93,-73,-89,-83,-72,1236,0.67,0.89,1.03,0.74,0.24,0.22,0.44,0.38,0.68,28,243887,23053716,97162,1351515,,901009,202109,576500,120000,2400,98702,1436785,3079,20961,1559527,20718860,72427872,2072494,6094997,101314223,450962,778609,373298,74689410,122400,5447,3295805,5926,4234924,1554080,98018418,0,1,1,1,1,1,1,0,0,0,4247879,6021,5822.714,125222,190,172.143,62279.119,88.275,85.368,1835.908,2.786,2.524,0.85,1236,18.121,8436,123.682,87548807,1283.573,22.667,1081571,15.857,0.005,185.8,tests performed,24405231,23053716,1351515,,341049,351257,35.78,33.8,1.98,,5150,295878,0.434,82.41,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,953,938.57,Medium(500-1500)
3/11/2021,173,150529,8066,-93,-71,-89,-83,-70,1192,0.68,0.88,1,0.74,0.24,0.22,0.47,0.41,0.79,18,260809,23314525,93563,1445078,,857009,202109,532500,120000,2400,85550,1511972,2490,18347,1618359,20804410,74061200,2074984,6113344,103053938,451512,734609,334345,75023755,122400,4214,3300019,6753,4241677,1614145,99753919,0,1,1,1,1,1,1,0,0,0,4254714,6835,5850,125403,181,163.429,62379.329,100.209,85.768,1838.562,2.654,2.396,0.87,1192,17.476,8066,118.257,89146329,1306.995,23.422,1170572,17.162,0.005,200.1,tests performed,24759603,23314525,1445078,,354372,338103,36.3,34.18,2.12,,4957,279387,0.41,82.41,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,976,925.43,Medium(500-1500)
3/12/2021,134,150663,7728,-93,-70,-89,-81,-69,1110,0.73,0.91,1.02,0.78,0.24,0.23,0.48,0.42,0.84,18,369578,23684103,87676,1532754,,857054,202154,532500,120000,2400,79916,1308282,2788,16419,1407405,20884326,75488928,2077772,6129763,104580789,451994,734654,283272,75307027,122400,5202,3305221,6609,4248286,1402203,101275568,0,1,1,1,1,1,1,0,0,0,4261398,6684,5944.286,125579,176,154.857,62477.325,97.996,87.151,1841.142,2.58,2.27,0.89,1110,16.274,7728,113.302,90534527,1327.347,20.353,1234841,18.104,0.005,207.7,tests performed,25216857,23684103,1532754,,457254,332820,36.97,34.72,2.25,,4880,269689,0.395,82.41,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1096,926,Low(below 500)
3/13/2021,134,150797,7384,-90,-49,-82,-76,NA,1087,0.71,0.9,1.09,0.75,0.25,0.19,0.43,0.32,0.98,1,512108,24196211,52155,1584909,,859254,202154,534700,120000,2400,69053,354454,711,14451,438669,20953379,75877567,2078483,6144214,105053643,452456,736854,274253,75581280,122400,711,3305932,5534,4253820,437958,101747711,0,1,1,1,1,1,1,0,0,0,4267015,5617,5872.714,125701,122,149.571,62559.677,82.352,86.101,1842.931,1.789,2.193,0.88,1087,15.937,7384,108.259,90958034,1333.556,6.209,1232605,18.072,0.005,209.9,tests performed,25781120,24196211,1584909,,564263,349372,37.8,35.47,2.32,,5122,283300,0.415,80.56,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,714,921.86,Low(below 500)
3/14/2021,135,150932,7315,-87,-63,-81,-76,NA,1049,0.73,0.88,1.05,0.76,0.24,0.18,0.41,0.34,1.17,3,257010,24453221,25371,1610280,,858554,202154,534000,120000,2400,65347,885406,265,14374,965392,21018726,76789661,2078748,6159088,106046223,452884,736154,198122,75779402,122400,265,3306697,4618,4258438,965127,102739526,0,1,1,1,1,1,1,0,0,0,4271710,4695,5792,125753,52,145.286,62628.511,68.834,84.918,1843.693,0.762,2.13,0.87,1049,15.38,7315,107.247,91908787,1347.496,13.939,1255134,18.402,0.005,216.7,tests performed,26063501,24453221,1610280,,282381,363372,38.21,35.85,2.36,,5327,296567,0.435,80.56,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,895,926.29,Low(below 500)
3/15/2021,135,151067,7207,-91,-71,-87,-81,-69,1016,0.72,0.94,1.05,0.78,0.25,0.24,0.48,0.46,0.89,25,386685,24839906,53366,1663646,,888368,202154,556700,120000,9514,72576,1483711,1545,18331,1576163,21091301,78382952,2080293,6177419,107731965,453387,765968,169221,75948633,122400,2389,3309086,5089,4263527,1573774,104422879,0,1,1,1,1,1,1,0,0,0,4276840,5130,5835.857,125817,64,145.143,62703.723,75.212,85.561,1844.632,0.938,2.128,0.88,1016,14.896,7207,105.663,93465073,1370.313,22.817,1260600,18.482,0.005,216,tests performed,26503552,24839906,1663646,,440051,389942,38.86,36.42,2.44,,5717,321054,0.471,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,959,929.43,Medium(500-1500)
3/16/2021,114,151181,6847,-92,-71,-86,-82,-71,968,0.71,0.92,1.04,0.77,0.25,0.23,0.48,0.46,0.76,23,433320,25273226,95799,1759445,,882114,202313,550800,120000,9001,98430,1203115,1987,19470,1323002,21189731,79693153,2082280,6207756,109172920,453828,759714,322341,76270980,122400,3218,3323165,5294,4268821,1319784,105849755,0,1,1,1,1,1,1,0,0,0,4282203,5363,5763.571,125927,110,127.857,62782.351,78.628,84.501,1846.244,1.613,1.875,0.89,968,14.192,6847,100.385,94766618,1389.395,19.082,1251983,18.356,0.005,217.2,tests performed,27032671,25273226,1759445,,529119,424070,39.63,37.05,2.58,,6217,351914,0.516,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,947,934.29,Low(below 500)
3/17/2021,127,151308,6585,-92,-71,-87,-81,-71,925,0.71,0.92,1.04,0.77,0.25,0.24,0.49,0.44,1.12,13,462246,25735472,119609,1879054,,884724,202313,550700,120000,11711,96221,1510077,2757,31039,1640094,21295649,81293584,2085977,6238795,110914005,454273,762324,367176,76647346,122400,4953,3329058,5758,4274579,1635141,107584947,0,1,1,1,1,1,1,0,0,0,4287996,5793,5731,126068,141,120.857,62867.284,84.932,84.023,1848.312,2.067,1.772,0.9,925,13.562,6585,96.544,96382613,1413.087,23.692,1261972,18.502,0.005,220.2,tests performed,27614526,25735472,1879054,,581855,458471,40.49,37.73,2.75,,6722,383108,0.562,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1068,950.71,Low(below 500)
3/18/2021,99,151407,6150,-92,-71,-89,-82,-72,879,0.71,0.89,1.03,0.76,0.25,0.23,0.48,0.45,1.03,11,528260,26263732,132016,2011070,,886892,202313,550700,120000,13879,88341,1321954,2566,28478,1441339,21398706,82738625,2088543,6267273,112493147,454724,764492,322869,76984931,122400,4082,3333140,6303,4280882,1437257,109160007,0,1,1,1,1,1,1,0,0,0,4294328,6332,5659.143,126163,95,108.571,62960.119,92.835,82.97,1849.704,1.393,1.592,0.9,879,12.887,6150,90.167,97807624,1433.98,20.892,1237328,18.141,0.005,218.6,tests performed,28274802,26263732,2011070,,660276,502171,41.45,38.51,2.95,,7362,421315,0.618,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1070,964.14,Low(below 500)
3/19/2021,102,151509,5880,-92,-67,-82,-78,-64,830,0.73,0.9,1.01,0.78,0.25,0.24,0.49,0.44,0.88,21,614930,26878662,125725,2136795,,887206,202473,550000,120000,14733,79117,828414,2694,28959,939184,21477820,83653929,2091237,6296232,113519218,455104,764806,326346,77311274,122400,5950,3339090,4802,4285684,933234,110180128,0,1,1,1,1,1,1,0,0,0,4299200,4872,5400.286,126263,100,97.714,63031.548,71.429,79.175,1851.171,1.466,1.433,0.9,830,12.169,5880,86.208,98715152,1447.285,13.305,1168661,17.134,0.005,216.4,tests performed,29015457,26878662,2136795,,740655,542657,42.54,39.41,3.13,,7956,456366,0.669,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1209,980.29,Low(below 500)
3/20/2021,99,151608,5567,-89,-47,-76,-72,NA,787,0.68,0.86,1.07,0.72,0.25,0.19,0.4,0.33,1.63,3,752308,27630970,91977,2228772,,887159,202473,550000,120000,14686,69424,377256,1194,27218,475092,21547243,84062849,2092431,6323450,114025973,455468,764759,288320,77599593,122400,2042,3341132,5587,4291271,473050,110684841,0,1,1,1,1,1,1,0,0,0,4304839,5639,5403.429,126359,96,94,63114.223,82.675,79.221,1852.578,1.407,1.378,0.95,787,11.538,5567,81.619,99161831,1453.834,6.549,1171971,17.183,0.005,216.9,tests performed,29859742,27630970,2228772,,844285,582660,43.78,40.51,3.27,,8543,490680,0.719,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,799,992.43,Low(below 500)
3/21/2021,124,151732,5448,-84,-60,-73,-75,NA,768,0.66,0.83,1.06,0.7,0.25,0.2,0.4,0.35,1.8,6,367006,27997976,52612,2281384,,886690,202473,550000,120000,14217,66520,1802315,1112,25407,1895354,21613763,85889134,2093543,6349252,115945692,455826,764290,209912,77809505,122400,1524,3343051,5312,4296583,1893830,112602641,0,1,1,1,1,1,1,0,0,0,4310195,5356,5497.857,126393,34,91.429,63192.748,78.526,80.605,1853.076,0.498,1.34,0.97,768,11.26,5448,79.874,101030666,1481.234,27.399,1303126,19.105,0.004,237,tests performed,30279360,27997976,2281384,,419618,602266,44.39,41.05,3.34,,8830,506394,0.742,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,927,997,Low(below 500)
3/22/2021,105,151837,5431,-90,-69,-81,-81,-69,748,0.73,0.95,1.06,0.8,0.25,0.25,0.49,0.47,0.99,26,329897,28327873,82300,2363684,,903251,202473,566000,120000,14778,78604,1090436,2602,25275,1196917,21692367,87116538,2096145,6374527,117279577,456187,780851,187944,77997449,122400,5869,3348920,5342,4301925,1191048,113930657,0,1,1,1,1,1,1,0,0,0,4315602,5407,5537.429,126411,18,84.857,63272.022,79.273,81.185,1853.34,0.264,1.244,0.97,748,10.967,5431,79.625,102199706,1498.373,17.14,1247805,18.294,0.004,225.3,tests performed,30691557,28327873,2363684,,412197,598286,45,41.53,3.47,,8772,498281,0.731,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,985,1000.71,Low(below 500)
3/23/2021,94,151931,5150,-91,-70,-85,-81,-66,711,0.72,0.94,1.05,0.78,0.25,0.24,0.49,0.47,0.82,20,325650,28653523,169155,2532839,,899481,202473,566400,120000,10608,98886,721036,2272,22844,845038,21791253,87908288,2098417,6406937,118204895,456555,777081,316751,78314202,122400,5084,3363570,5379,4307304,839954,114841325,0,1,1,1,1,1,1,0,0,0,4321019,5417,5545.143,126523,112,85.143,63351.442,79.42,81.299,1854.982,1.642,1.248,0.96,711,10.424,5150,75.505,103019628,1510.394,12.021,1179001,17.286,0.005,212.6,tests performed,31186362,28653523,2532839,,494805,593384,45.72,42.01,3.71,,8700,482900,0.708,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,910,995.43,Low(below 500)
3/24/2021,70,152001,4880,-91,-73,-84,-81,-69,682,0.73,0.94,1.05,0.79,0.25,0.24,0.48,0.44,1,13,337665,28991188,242642,2775481,,907959,202473,571600,120000,13886,99648,1685906,2112,30571,1818237,21890901,89643982,2102030,6437508,120074421,456903,785559,378348,78692550,122400,4395,3369466,5605,4312908,1813842,116704955,0,1,1,1,1,1,1,0,0,0,4326645,5626,5521.286,126621,98,79,63433.926,82.484,80.949,1856.419,1.437,1.158,0.96,682,9.999,4880,71.547,104805182,1536.573,26.178,1203224,17.641,0.005,217.9,tests performed,31766669,28991188,2775481,,580307,593163,46.57,42.5,4.07,,8696,465102,0.682,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,980,982.86,Low(below 500)
3/25/2021,78,152079,4583,-92,-73,-87,-81,-68,630,0.73,0.92,1.05,0.79,0.26,0.24,0.48,0.45,1.11,9,324942,29316130,234382,3009863,,905230,202473,572100,120000,10657,88733,1163972,2379,24090,1279174,21993145,90958247,2104409,6461598,121517399,457243,782830,338036,79054097,122400,3889,3373355,6397,4319128,1275285,118144044,0,1,1,1,1,1,1,0,0,0,4332922,6277,5513.429,126684,63,74.429,63525.954,92.029,80.834,1857.343,0.924,1.091,0.94,630,9.237,4583,67.192,106071398,1555.137,18.564,1180539,17.308,0.005,214.1,tests performed,32325993,29316130,3009863,,559324,578742,47.39,42.98,4.41,,8485,436057,0.639,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1116,989.43,Low(below 500)
3/26/2021,75,152154,4485,-93,-73,-86,-80,-69,615,0.75,0.92,1.05,0.8,0.25,0.23,0.48,0.43,0.62,17,411305,29727435,283654,3293517,,906507,202398,572100,120000,12009,81709,616377,1939,25554,725579,22074853,91611004,2106348,6487152,122279357,457541,784107,299175,79353271,122400,2765,3376120,6187,4325315,722814,118903237,0,1,1,1,1,1,1,0,0,0,4339157,6235,5708.143,126755,71,70.286,63617.367,91.413,83.688,1858.384,1.041,1.03,0.92,615,9.017,4485,65.756,106769483,1565.372,10.235,1150619,16.869,0.005,201.6,tests performed,33020952,29727435,3293517,,694959,572214,48.41,43.58,4.83,,8389,406968,0.597,78.7,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1282,999.86,Low(below 500)
3/27/2021,64,152218,4436,-88,-61,-72,-74,NA,594,0.73,0.92,1.13,0.77,0.25,0.22,0.43,0.35,1.69,2,424301,30151736,238861,3532378,,899384,202398,568900,120000,8086,70434,380684,950,21092,473160,22145287,92021308,2107298,6508244,122782137,457814,776984,290459,79643730,122400,1832,3377952,4715,4329180,471328,119404185,0,1,1,1,1,1,1,0,0,0,4343066,3909,5461,126813,58,64.857,63674.678,57.311,80.065,1859.234,0.85,0.951,0.86,594,8.709,4436,65.037,107220601,1571.986,6.614,1151253,16.879,0.005,210.8,tests performed,33684114,30151736,3532378,,663162,546339,49.39,44.21,5.18,,8010,360109,0.528,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,848,1006.86,Low(below 500)
3/28/2021,49,152267,4185,-86,-75,-79,-77,NA,582,0.65,0.82,1.1,0.69,0.25,0.2,0.4,0.33,0.95,2,293548,30445284,147594,3679972,,897384,202398,567900,120000,7086,63107,1559664,2082,19295,1644148,22208394,93606708,2109380,6527839,124452321,458086,774984,197358,79842681,122400,2206,3380458,3862,4333042,1641942,121071863,0,1,1,1,1,1,1,0,0,0,4347013,3947,5259.714,126834,21,63,63732.546,57.868,77.114,1859.542,0.308,0.924,0.85,582,8.533,4185,61.357,108843372,1595.777,23.792,1116101,16.363,0.005,212.2,tests performed,34125256,30445284,3679972,,441142,549414,50.03,44.64,5.4,,8055,349615,0.513,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,980,1014.43,Low(below 500)
3/29/2021,68,152335,4197,-89,-72,-77,-79,-69,583,0.78,0.99,1.08,0.84,0.24,0.26,0.5,0.42,1,25,236809,30682093,168230,3848202,,913260,202398,583700,120000,7162,81847,875539,1329,15021,973736,22290241,94530449,2110709,6542860,125474259,458338,790860,167626,80010307,122400,1419,3381877,4654,4337696,972317,122092382,0,1,1,1,0,1,1,0,0,0,4351796,4783,5170.571,126857,23,63.714,63802.67,70.125,75.807,1859.879,0.337,0.934,0.84,583,8.547,4197,61.533,109800758,1609.814,14.036,1085865,15.92,0.005,210,tests performed,34530295,30682093,3848202,,405039,548391,50.63,44.98,5.64,,8040,336317,0.493,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1081,1028.14,Low(below 500)
3/30/2021,54,152389,3976,-90,-70,-73,-78,-68,568,0.81,0.99,1.08,0.87,0.25,0.28,0.53,0.45,1.21,13,225917,30908010,277682,4125884,,889673,202628,562000,120000,5045,99618,580385,2348,17368,699719,22389859,95147183,2113057,6570711,126220810,458595,767273,308843,80319150,122400,4242,3396602,4040,4341736,695477,122824208,0,1,1,1,0,1,1,0,0,0,4355867,4071,4978.286,126912,55,55.571,63862.356,59.686,72.988,1860.686,0.806,0.815,0.81,568,8.328,3976,58.293,110480761,1619.784,9.97,1065876,15.627,0.005,214.1,tests performed,35033894,30908010,4125884,,503599,549647,51.36,45.31,6.05,,8058,322070,0.472,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,977,1037.71,Low(below 500)
3/31/2021,74,152463,3742,-90,-70,-77,-78,-70,547,0.81,0.99,1.1,0.86,0.25,0.27,0.5,0.42,1.29,5,239434,31147444,387574,4513458,,805723,202628,477300,120000,5795,89400,1155454,2044,23462,1270360,22487510,96350691,2114495,6594173,127546869,458864,683323,311035,80638436,122400,3675,3399671,4052,4345788,1266685,124147198,0,1,1,1,0,1,1,0,0,0,4359982,4115,4762.429,126955,43,47.714,63922.687,60.331,69.823,1861.316,0.63,0.7,0.79,547,8.02,3742,54.862,111733866,1638.156,18.372,989812,14.512,0.005,207.8,tests performed,35660902,31147444,4513458,,627008,556319,52.28,45.67,6.62,,8156,308037,0.452,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1193,1068.14,Low(below 500)
4/1/2021,63,152526,3557,-91,-70,-81,-79,-69,517,0.83,0.99,1.04,0.88,0.25,0.26,0.54,0.43,1.04,10,170818,31318262,445416,4958874,,775928,202628,450900,120000,2400,87942,851448,2520,16227,958137,22575452,97327216,2117015,6610400,128630083,459097,653528,303876,80942316,122400,4931,3404602,4479,4350266,953206,125225481,0,1,1,1,0,1,1,0,0,0,4364547,4565,4517.857,127006,51,46,63989.616,66.929,66.237,1862.064,0.748,0.674,0.76,517,7.58,3557,52.15,112673256,1651.928,13.773,943123,13.827,0.005,208.8,tests performed,36277136,31318262,4958874,,616234,564449,53.19,45.92,7.27,,8276,286019,0.419,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1324,1097.86,Low(below 500)
4/2/2021,50,152576,3376,-96,-85,-87,-87,-78,485,0.69,0.66,0.52,0.68,0.29,0.28,0.48,0.35,1,2,107420,31425682,246631,5205505,,753945,202745,428800,120000,2400,61714,481181,1215,12718,556828,22637166,97871753,2118230,6623118,129250267,459335,631545,284908,81227224,122400,1215,3405817,3402,4353668,555613,125844450,0,1,1,1,0,1,1,0,0,0,4367969,3422,4116,127058,52,43.286,64039.786,50.171,60.346,1862.826,0.762,0.635,0.73,485,7.111,3376,49.496,113216151,1659.888,7.96,920953,13.502,0.004,223.7,tests performed,36631187,31425682,5205505,,354051,515748,53.71,46.07,7.63,,7561,242607,0.356,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1177,1082.86,Low(below 500)
4/3/2021,40,152616,3244,-91,-69,-83,-74,NA,478,0.82,0.95,0.85,0.84,0.3,0.25,0.46,0.35,1.37,0,107886,31533568,178913,5384418,,754245,202745,429100,120000,2400,58798,333933,535,12903,406169,22695963,98240434,2118765,6636021,129691183,459558,631845,216295,81443518,122400,535,3406352,3423,4357091,405634,126284831,0,1,1,1,0,1,1,0,0,0,4371393,3424,4046.714,127068,10,36.429,64089.986,50.2,59.33,1862.973,0.147,0.534,0.73,478,7.008,3244,47.561,113608881,1665.646,5.758,912611,13.38,0.004,225.5,tests performed,36917986,31533568,5384418,,286799,461982,54.13,46.23,7.89,,6773,197405,0.289,70.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,834,1080.86,Low(below 500)
