date,newDeaths,cum,hospCases,googleretail_and_recreation,googlegrocery_and_pharmacyn,googleparksne,googletransit_stationsne,googleworkplacesne,covidOccupiedMVBeds,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,TransNational Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care hm deaths,newFirstDose,cumFirstDose,newSecondDose,cumSecondDose,cumThird,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,pillarcapacityThree,pillarcapacityFour,pillarnewOneTests,pillarnewTwoTests,pillarnewThreeTests,pillarnewFourTests,pillarnewTests,pillarcumOneTests,pillarcumTwoTests,pillarcumThreeTests,pillarcumFourTests,pillarcumTests,cumAdmissions,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,wrl_total_cases,wrl_new_cases,wrl_new_cases_smoothed,wrl_total_deaths,wrl_new_deaths,wrl_new_deaths_smoothed,wrl_total_cases_per_million,wrl_new_cases_per_million,wrl_new_cases_smoothed_per_million,wrl_total_deaths_per_million,wrl_new_deaths_per_million,wrl_new_deaths_smoothed_per_million,wrl_reproduction_rate,wrl_icu_patients,wrl_icu_patients_per_million,wrl_hosp_patients,wrl_hosp_patients_per_million,wrl_total_tests,wrl_total_tests_per_thousand,wrl_new_tests_per_thousand,wrl_new_tests_smoothed,wrl_new_tests_smoothed_per_thousand,wrl_positive_rate,wrl_tests_per_case,wrl_tests_units,wrl_total_vaccinations,wrl_people_vaccinated,wrl_people_fully_vaccinated,wrl_total_boosters,wrl_new_vaccinations,wrl_new_vaccinations_smoothed,wrl_total_vaccinations_per_hundred,wrl_people_vaccinated_per_hundred,wrl_people_fully_vaccinated_per_hundred,wrl_total_boosters_per_hundred,wrl_new_vaccinations_smoothed_per_million,wrl_new_people_vaccinated_smoothed,wrl_new_people_vaccinated_smoothed_per_hundred,wrl_stringency_index,wrl_population,wrl_population_density,wrl_median_age,wrl_aged_65_older,wrl_aged_70_older,wrl_gdp_per_capita,wrl_extreme_poverty,wrl_cardiovasc_death_rate,wrl_diabetes_prevalence,wrl_female_smokers,wrl_male_smokers,wrl_handwashing_facilities,wrl_hosp_beds_1000,wrl_life_exp,wrl_hum_dev_index,count_flight,flight 7day avg,Adm classification target
3/23/2020,208,1021,NA,-87,-70,-82,-79,-76,NA,0.64,0.77,0.97,0.69,0.25,0.15,0.31,0.27,0.86,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880,NA,NA,NA,NA,NA,NA,967,6650,NA,NA,1,1,0,1,0,0,1,0,0,0,12744,2349,1293.143,365,76,42.714,186.843,34.439,18.959,5.351,1.114,0.626,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.24,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,1663,2695.57,Medium(500-1500)
3/24/2020,263,1284,NA,-94,-79,-88,-87,-80,NA,0.44,0.56,0.84,0.49,0.2,0.09,0.22,0.17,0.85,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6598,NA,NA,NA,NA,NA,NA,1427,8077,NA,NA,1,1,1,1,1,1,1,0,0,0,15126,2382,1523.429,513,148,61.429,221.766,34.923,22.335,7.521,2.17,0.901,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,1348,2377.43,High(above 1500)
3/25/2020,337,1621,NA,-95,-82,-88,-90,-85,NA,0.37,0.47,0.77,0.42,0.16,0.07,0.19,0.14,1.28,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8683,NA,NA,NA,NA,NA,NA,1452,9529,NA,NA,1,1,1,1,1,1,1,0,0,0,17843,2717,1767.857,704,191,83.714,261.6,39.835,25.919,10.322,2.8,1.227,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,1071,2065,High(above 1500)
3/26/2020,413,2034,NA,-96,-83,-91,-92,-85,NA,0.35,0.43,0.72,0.39,0.13,0.06,0.18,0.13,1.32,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10613,NA,NA,NA,NA,NA,NA,2129,11658,NA,NA,1,1,1,1,1,1,1,0,0,0,20970,3127,2062.286,886,182,103.143,307.446,45.846,30.236,12.99,2.668,1.512,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,1098,1753.57,High(above 1500)
3/27/2020,463,2497,7267,-96,-83,-91,-92,-84,NA,0.35,0.42,0.69,0.38,0.1,0.06,0.18,0.14,1.06,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12842,NA,NA,NA,NA,NA,NA,2890,14548,NA,NA,1,1,1,1,1,1,1,0,0,0,24219,3249,2346.714,1174,288,139.714,355.08,47.634,34.406,17.212,4.222,2.048,1.95,NA,NA,7267,106.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,1053,1437.57,High(above 1500)
3/28/2020,516,3013,8278,-95,-74,-93,-92,NA,NA,0.27,0.34,0.71,0.3,0.09,0.04,0.17,0.12,1.25,NA,NA,NA,NA,NA,NA,10949,10949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15034,NA,NA,NA,NA,NA,NA,2556,17104,NA,NA,1,1,1,1,1,1,1,0,0,0,27062,2843,2579.286,1466,292,173.143,396.762,41.682,37.815,21.493,4.281,2.538,1.9,NA,NA,8278,121.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,733,1267.14,High(above 1500)
3/29/2020,586,3599,9525,-95,-80,-93,-91,NA,NA,0.23,0.29,0.72,0.25,0.08,0.04,0.16,0.13,0.83,NA,NA,NA,NA,NA,NA,12799,12799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17523,NA,NA,NA,NA,NA,NA,2502,19606,NA,NA,1,1,1,1,1,1,1,0,0,0,29954,2892,2794.143,1679,213,198.571,439.162,42.4,40.966,24.616,3.123,2.911,1.83,NA,NA,9525,139.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,706,1096,High(above 1500)
3/30/2020,711,4310,11093,-95,-84,-90,-93,-82,NA,0.33,0.41,0.64,0.36,0.06,0.06,0.17,0.12,0.72,NA,NA,NA,NA,NA,NA,12799,12799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20715,NA,NA,NA,NA,NA,NA,2665,22271,NA,NA,1,1,1,1,1,1,1,0,0,0,34281,4327,3076.714,2053,374,241.143,502.602,63.439,45.108,30.099,5.483,3.535,1.74,NA,NA,11093,162.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,658,952.43,High(above 1500)
3/31/2020,831,5141,12597,-96,-84,-92,-93,-85,NA,0.32,0.4,0.62,0.36,0.05,0.05,0.17,0.12,0.96,NA,NA,NA,NA,NA,NA,15499,15499,NA,NA,NA,11267,629,NA,NA,11896,153588,1586,NA,NA,155174,23547,NA,NA,NA,NA,NA,NA,3250,25521,NA,NA,1,1,1,1,1,1,1,0,0,0,38815,4534,3384.143,2457,404,277.714,569.076,66.474,49.616,36.023,5.923,4.072,1.64,NA,NA,12597,184.687,176912,2.594,NA,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,677,856.57,High(above 1500)
4/1/2020,924,6065,13637,-96,-85,-92,-93,-85,NA,0.32,0.39,0.61,0.35,0.05,0.05,0.16,0.11,1.11,NA,NA,NA,NA,NA,NA,15499,15499,NA,NA,NA,11256,668,NA,23,11947,164844,2254,NA,139,167237,27114,NA,NA,NA,NA,NA,NA,4567,30088,NA,NA,1,1,1,1,1,1,1,0,0,0,43789,4974,3706.571,3130,673,346.571,642,72.925,54.343,45.89,9.867,5.081,1.57,NA,NA,13637,199.935,189286,2.775,0.181,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,680,800.71,High(above 1500)
4/2/2020,1007,7072,13875,-97,-85,-93,-93,-86,1813,0.32,0.38,0.6,0.35,0.05,0.05,0.16,0.11,1.1,NA,NA,NA,NA,NA,NA,15499,15499,NA,NA,NA,12854,603,NA,166,13623,179190,2857,NA,305,182352,30400,NA,NA,NA,NA,NA,NA,4522,34610,NA,NA,1,1,1,1,1,1,1,0,0,0,48718,4929,3964,3787,657,414.429,714.266,72.265,58.117,55.522,9.632,6.076,1.52,1813,26.581,13875,203.425,205158,3.008,0.233,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,642,735.57,High(above 1500)
4/3/2020,1061,8133,15546,-97,-84,-92,-93,-83,2120,0.34,0.4,0.6,0.36,0.05,0.05,0.16,0.12,1.12,NA,NA,NA,NA,NA,NA,15499,15499,NA,NA,NA,13616,677,NA,336,14629,219403,3534,NA,641,223578,33330,NA,NA,NA,NA,NA,NA,4672,39282,NA,NA,1,1,1,1,1,1,1,0,0,0,53699,4981,4211.429,4524,737,478.571,787.293,73.028,61.745,66.327,10.805,7.016,1.49,2120,31.082,15546,227.923,219403,3.217,0.209,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,667,680.43,High(above 1500)
4/4/2020,1147,9280,17502,-95,-74,-91,-92,NA,2309,0.28,0.35,0.66,0.31,0.05,0.04,0.17,0.11,2,NA,NA,NA,NA,NA,NA,15699,15699,NA,NA,NA,15103,796,NA,181,16080,234506,4330,NA,822,239658,36252,NA,NA,NA,NA,NA,NA,4000,43282,NA,NA,1,1,1,1,1,1,1,0,0,0,57772,4073,4387.143,5281,757,545,847.008,59.715,64.321,77.426,11.099,7.99,1.44,2309,33.853,17502,256.601,234506,3.438,0.221,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,465,642.14,High(above 1500)
4/5/2020,1220,10500,18855,-93,-75,-87,-90,NA,2469,0.25,0.31,0.7,0.27,0.05,0.04,0.17,0.12,2.25,NA,NA,NA,NA,NA,NA,15699,15699,NA,NA,NA,11663,1070,NA,505,13238,246169,5400,NA,1327,252896,39168,NA,NA,NA,NA,NA,NA,6199,49481,NA,NA,1,1,1,1,1,1,1,0,0,0,61422,3650,4495.429,5882,601,600.429,900.522,53.513,65.908,86.237,8.811,8.803,1.37,2469,36.199,18855,276.437,246169,3.609,0.171,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,462,607.29,High(above 1500)
4/6/2020,1170,11670,19493,-96,-85,-92,-93,-80,2644,0.34,0.42,0.61,0.37,0.05,0.05,0.18,0.11,1.05,NA,NA,NA,NA,NA,NA,18049,18049,NA,NA,NA,12858,826,NA,91,13775,259659,6226,NA,1418,267303,42214,NA,NA,NA,NA,NA,NA,4143,53624,NA,NA,1,1,1,1,1,1,1,0,0,0,66738,5316,4636.714,6452,570,628.429,978.461,77.939,67.98,94.594,8.357,9.214,1.28,2644,38.764,19493,285.791,259659,3.807,0.198,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,506,585.57,High(above 1500)
4/7/2020,1293,12963,20234,-97,-84,-90,-93,-87,2864,0.33,0.41,0.6,0.36,0.05,0.05,0.18,0.11,1.37,NA,NA,NA,NA,NA,NA,18149,18149,NA,NA,NA,13266,1153,NA,4,14423,272925,7379,NA,1422,281726,45364,NA,NA,NA,NA,NA,NA,3888,57512,NA,NA,1,1,1,1,1,1,1,0,0,0,72224,5486,4772.714,7557,1105,728.571,1058.892,80.431,69.974,110.795,16.201,10.682,1.2,2864,41.99,20234,296.655,272925,4.001,0.194,13716,0.201,0.348,2.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,564,569.43,High(above 1500)
4/8/2020,1461,14424,20740,-97,-84,-90,-93,-87,2967,0.34,0.42,0.62,0.37,0.05,0.05,0.17,0.1,1.55,NA,NA,NA,NA,NA,NA,24469,18149,6320,NA,NA,15194,1249,NA,NA,16443,288119,8628,NA,1422,298169,48331,NA,NA,NA,NA,NA,NA,5865,63377,NA,NA,1,1,1,1,1,1,1,0,0,0,77387,5163,4799.714,8589,1032,779.857,1134.588,75.696,70.37,125.925,15.13,11.434,1.12,2967,43.5,20740,304.074,288119,4.224,0.223,14119,0.207,0.34,2.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,591,556.71,High(above 1500)
4/9/2020,1375,15799,21005,-97,-82,-90,-93,-84,2963,0.36,0.43,0.61,0.39,0.05,0.05,0.18,0.12,1.68,NA,NA,NA,NA,NA,NA,27057,19507,7050,NA,500,17188,1655,NA,273,19116,305217,9924,NA,1695,316836,50960,26557,NA,NA,500,NA,NA,4675,68052,NA,NA,1,1,1,1,1,1,1,0,0,0,82293,4906,4796.429,9706,1117,845.571,1206.516,71.928,70.322,142.302,16.377,12.397,1.09,2963,43.441,21005,307.959,305217,4.475,0.251,14294,0.21,0.336,3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,563,545.43,High(above 1500)
4/10/2020,1319,17118,21280,-98,-88,-93,-96,-89,3228,0.27,0.27,0.33,0.27,0.04,0.03,0.13,0.12,1.79,150,NA,NA,NA,NA,NA,26557,19507,6550,NA,500,15892,1845,NA,354,18091,321156,11769,NA,2049,334974,53423,26057,NA,NA,500,NA,NA,5706,73758,NA,NA,1,1,1,1,1,1,1,0,0,0,86660,4367,4708.714,10829,1123,900.714,1270.542,64.026,69.036,158.766,16.465,13.206,1.08,3228,47.326,21280,311.991,321156,4.709,0.234,14536,0.213,0.324,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,473,517.71,High(above 1500)
4/11/2020,1365,18483,21254,-95,-72,-89,-92,NA,3274,0.29,0.35,0.55,0.31,0.04,0.03,0.16,0.1,2.88,79,NA,NA,NA,NA,NA,27947,19807,7640,NA,500,15020,2630,NA,350,18000,336176,14399,NA,2399,352974,55586,27447,NA,NA,500,NA,NA,5234,78991,NA,NA,1,1,1,1,1,1,1,0,0,0,90273,3613,4643,11673,844,913.143,1323.513,52.971,68.072,171.141,12.374,13.388,1.08,3274,48.001,21254,311.61,336176,4.929,0.22,14524,0.213,0.32,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,341,500,High(above 1500)
4/12/2020,1378,19861,21687,-97,-82,-88,-91,NA,3301,0.22,0.27,0.5,0.24,0.04,0.03,0.13,0.1,2.48,110,NA,NA,NA,NA,NA,27947,19807,7640,NA,500,12017,2489,NA,NA,14506,348193,16888,NA,2586,367667,57652,27447,NA,NA,500,NA,NA,5288,84279,NA,NA,1,1,1,1,1,1,1,0,0,0,93812,3539,4627.143,12330,657,921.143,1375.399,51.886,67.84,180.773,9.632,13.505,1.06,3301,48.397,21687,317.958,348193,5.105,0.176,14575,0.214,0.317,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,346,483.43,High(above 1500)
4/13/2020,1232,21093,21308,-99,-91,-96,-97,NA,3277,0.23,0.22,0.25,0.23,0.04,0.02,0.12,0.12,1.21,290,NA,NA,NA,NA,NA,33171,19471,13200,NA,500,12081,2486,NA,415,14982,360275,19374,NA,3001,382650,59815,32671,NA,NA,500,NA,NA,4342,88621,NA,NA,1,1,1,1,1,1,1,0,0,0,98017,4205,4468.429,13055,725,943.286,1437.05,61.65,65.513,191.402,10.629,13.83,1,3277,48.045,21308,312.401,360275,5.282,0.177,14374,0.211,0.311,3.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,353,461.57,High(above 1500)
4/14/2020,1254,22347,21281,-97,-83,-91,-93,-83,3234,0.35,0.44,0.6,0.38,0.04,0.05,0.19,0.12,1.34,551,NA,NA,NA,NA,NA,35571,20771,14300,NA,500,13950,2041,NA,3,15994,374497,21415,NA,3004,398916,61903,35071,NA,NA,500,NA,NA,5252,93873,NA,NA,1,1,1,1,1,1,1,0,0,0,102365,4348,4305.857,14135,1080,939.714,1500.797,63.747,63.129,207.236,15.834,13.777,0.99,3234,47.414,21281,312.006,374497,5.491,0.209,14510,0.213,0.297,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,501,452.57,High(above 1500)
4/15/2020,1276,23623,20582,-97,-83,-91,-93,-84,3228,0.34,0.44,0.63,0.38,0.04,0.05,0.18,0.1,1.95,481,NA,NA,NA,NA,NA,38766,23966,14300,NA,500,16166,2323,NA,176,18665,390731,23738,NA,3180,417649,63783,38266,NA,NA,500,NA,NA,4605,98476,NA,NA,1,1,1,1,1,1,1,0,0,0,107465,5100,4296.857,15019,884,918.571,1575.569,74.772,62.997,220.197,12.961,13.467,1.03,3228,47.326,20582,301.757,390731,5.729,0.238,14659,0.215,0.293,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,563,448.57,High(above 1500)
4/16/2020,1322,24945,20389,-97,-84,-93,-93,-82,3222,0.34,0.42,0.63,0.38,0.04,0.05,0.18,0.11,2.03,462,NA,NA,NA,NA,NA,39108,24308,14300,NA,500,17763,3143,NA,422,21328,408508,26881,NA,3602,438991,65794,38608,NA,NA,500,NA,NA,4618,103093,NA,NA,1,1,1,1,1,1,1,0,0,0,112808,5343,4359.286,16059,1040,907.571,1653.904,78.335,63.912,235.445,15.248,13.306,1.08,3222,47.238,20389,298.928,408508,5.989,0.261,14756,0.216,0.295,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,585,451.71,High(above 1500)
4/17/2020,1272,26217,19330,-97,-83,-93,-93,-82,3162,0.35,0.43,0.63,0.39,0.05,0.05,0.18,0.11,1.01,465,NA,NA,NA,NA,NA,34808,24308,10000,NA,500,17308,3773,NA,308,21389,425873,30654,NA,3910,460437,67761,34308,NA,NA,500,NA,NA,5599,108692,NA,NA,1,1,1,1,1,1,1,0,0,0,117798,4990,4448.286,16973,914,877.714,1727.063,73.16,65.217,248.845,13.4,12.868,1.12,3162,46.359,19330,283.402,425873,6.244,0.255,14960,0.219,0.297,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,553,463.14,High(above 1500)
4/18/2020,1189,27406,19456,-96,-74,-93,-92,NA,3247,0.31,0.38,0.71,0.33,0.05,0.04,0.16,0.11,1.43,110,NA,NA,NA,NA,NA,36398,24098,11800,NA,500,16460,4789,NA,377,21626,442333,35443,NA,4287,482063,69390,35898,NA,NA,500,NA,NA,5526,114217,NA,NA,1,1,1,1,1,1,1,0,0,0,122534,4736,4608.714,18081,1108,915.429,1796.499,69.436,67.569,265.09,16.245,13.421,1.14,3247,47.605,19456,285.249,442333,6.485,0.241,15165,0.222,0.304,3.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,391,470.29,High(above 1500)
4/19/2020,1122,28528,19574,-95,-72,-87,-90,NA,3176,0.29,0.36,0.73,0.32,0.05,0.04,0.11,0.13,3.21,101,NA,NA,NA,NA,NA,40398,24098,15800,NA,500,13460,5856,NA,NA,19316,455793,41299,NA,4287,501379,71047,39898,NA,NA,500,NA,NA,5850,120067,NA,NA,1,1,1,1,1,1,1,0,0,0,126394,3860,4654.571,18514,433,883.429,1853.091,56.592,68.242,271.438,6.348,12.952,1.1,3176,46.564,19574,286.979,455793,6.682,0.197,15371,0.225,0.303,3.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,399,477.86,High(above 1500)
4/20/2020,1160,29688,19331,-96,-84,-91,-92,-81,3130,0.38,0.48,0.65,0.41,0.06,0.05,..,0.12,1.39,676,NA,NA,NA,NA,NA,41398,25098,15800,NA,500,14908,2457,NA,605,17970,488473,43756,NA,4892,537121,72781,40898,NA,532229,500,NA,NA,4676,124743,NA,532229,1,1,1,1,1,1,1,0,0,0,131260,4866,4749,19090,576,862.143,1924.433,71.342,69.626,279.883,8.445,12.64,1.04,3130,45.89,19331,283.416,488473,7.162,0.479,18314,0.269,0.259,3.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,542,504.86,High(above 1500)
4/21/2020,1085,30773,19139,-97,-84,-90,-93,-83,3036,0.37,0.47,0.64,0.41,0.05,0.05,..,0.11,1.5,587,NA,NA,NA,NA,NA,48273,25598,22175,NA,500,20063,2700,NA,51,22814,508536,46456,NA,4943,559935,74493,47773,22763,554992,500,NA,NA,4301,129044,22763,554992,1,1,1,1,1,1,1,0,0,0,136035,4775,4810,20314,1224,882.714,1994.44,70.007,70.521,297.828,17.945,12.942,1.01,3036,44.511,19139,280.601,508536,7.456,0.294,19148,0.281,0.251,4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,530,509,High(above 1500)
4/22/2020,1102,31875,18533,-97,-83,-90,-93,-84,2964,0.37,0.47,0.65,0.41,0.05,0.05,..,0.11,2.01,411,NA,NA,NA,NA,NA,51121,25598,25023,NA,500,20088,2985,NA,487,23560,528625,49441,NA,5430,583496,76022,50621,23073,578066,500,NA,NA,4451,133495,23073,578066,1,1,1,1,1,1,1,0,0,0,141540,5505,4867.857,21171,857,878.857,2075.15,80.71,71.369,310.393,12.565,12.885,1,2964,43.456,18533,271.717,528625,7.75,0.295,19699,0.289,0.247,4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,613,516.14,High(above 1500)
4/23/2020,1038,32913,17867,-97,-84,-91,-93,-84,2867,0.37,0.46,0.64,0.41,0.05,0.05,..,0.11,2.2,455,NA,NA,NA,NA,NA,53867,26262,27105,NA,500,20365,7659,NA,508,28532,548993,57100,NA,5938,612031,77536,53367,28024,606093,500,NA,NA,4583,138078,28024,606093,1,1,1,1,1,1,1,0,0,0,146708,5168,4842.857,21855,684,828,2150.919,75.769,71.002,320.421,10.028,12.139,1.01,2867,42.034,17867,261.952,548993,8.049,0.299,20069,0.294,0.241,4.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,602,518.57,High(above 1500)
