date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
7/12/2020,32,0.95,1.08,1.11,0.99,0.22,0.24,0.45,0.37,2.53,2,337626,79526,132000,216526,94700,7685301,121100,7227,1453925,650,289603,94700,7685301,0,0,0,0,0,0,1,0,0,0,1594,1640.14,129605,114,a.Low(below 500)
7/13/2020,45,0.8,0.94,0.98,0.84,0.23,0.21,0.41,0.31,1.1,17,339755,81655,132000,218655,85880,7770238,121100,11523,1465448,530,290133,85880,7770238,0,0,0,0,0,0,1,0,0,0,1698,1653.86,129794,189,a.Low(below 500)
7/14/2020,42,0.79,0.93,0.98,0.83,0.23,0.2,0.4,0.32,1.25,11,345870,81770,138000,224770,118186,7888890,121100,13935,1479813,398,291373,118186,7888890,0,0,0,0,0,0,1,0,0,0,1676,1674.29,129981,187,a.Low(below 500)
7/15/2020,41,0.79,0.93,0.98,0.83,0.24,0.21,0.4,0.31,1.27,11,349870,81770,139500,226270,137828,8030203,123600,14235,1494048,538,291911,137828,8030203,0,0,0,0,0,0,1,0,0,0,1881,1713.57,130147,166,a.Low(below 500)
7/16/2020,21,0.81,0.92,0.98,0.85,0.25,0.21,0.42,0.32,1.64,4,326877,81777,121500,203277,150975,8181475,123600,14991,1509039,642,292552,150975,8181475,0,0,0,0,0,0,1,0,0,0,2115,1774.14,130314,167,a.Low(below 500)
7/17/2020,34,0.86,0.94,0.97,0.89,0.25,0.24,0.44,0.33,1.34,9,319706,80106,118500,198606,164440,8346355,121100,13185,1522224,687,293239,164440,8346355,0,0,0,0,0,0,1,0,0,0,2264,1825.14,130458,144,a.Low(below 500)
7/18/2020,31,0.91,1.03,1.04,0.94,0.26,0.29,0.5,0.37,1.86,0,317451,77851,118500,196351,135779,8482133,121100,4614,1527015,827,294066,135779,8482133,0,0,0,0,0,0,1,0,0,0,1994,1888.86,130563,105,a.Low(below 500)
7/19/2020,24,0.95,1.08,1.11,0.98,0.26,0.24,0.43,0.41,1.95,2,318829,79229,118500,197729,114222,8596355,121100,6746,1533761,726,294792,114222,8596355,0,0,0,0,0,0,1,0,0,0,2030,1951.14,130689,126,a.Low(below 500)
7/20/2020,31,0.85,0.97,0.99,0.88,0.27,0.23,0.45,0.33,1.44,8,327432,82832,123500,206332,92518,8689851,121100,9223,1543050,557,295372,92518,8689851,0,0,0,0,0,0,1,0,0,0,2138,2014,130820,131,a.Low(below 500)
7/21/2020,31,0.83,0.95,0.98,0.87,0.27,0.23,0.45,0.34,1.33,10,327526,82926,123500,206426,132626,8822476,121100,9933,1552983,445,295817,132626,8822476,0,0,0,0,0,0,1,0,0,0,2044,2066.57,130947,127,a.Low(below 500)
7/22/2020,34,0.82,0.94,0.98,0.85,0.27,0.24,0.46,0.32,1.51,13,330026,82926,123500,206426,137234,8959710,123600,10361,1563344,560,296377,137234,8959710,0,0,0,0,0,0,1,0,0,0,2101,2098,131105,158,a.Low(below 500)
7/23/2020,36,0.81,0.91,0.95,0.84,0.28,0.25,0.49,0.33,1.37,4,330026,82926,123500,206426,141117,9100816,123600,11016,1574360,769,297146,141117,9100816,0,0,0,0,0,0,1,0,0,0,2166,2105.29,131305,200,a.Low(below 500)
7/24/2020,19,0.88,0.96,0.97,0.9,0.28,0.25,0.49,0.35,1.3,4,330647,82047,127500,209547,147292,9248643,121100,9937,1584341,768,297914,147292,9248643,0,0,0,0,0,0,1,0,0,0,2419,2127.43,131463,158,a.Low(below 500)
7/25/2020,23,0.9,1.02,1.05,0.92,0.28,0.28,0.51,0.38,1.16,1,336802,79202,127500,215702,139062,9387703,121100,3892,1588233,767,298681,139062,9387703,0,0,0,0,0,0,1,0,0,0,2223,2160.14,131582,119,a.Low(below 500)
7/26/2020,32,0.96,1.11,1.12,1,0.29,0.28,0.5,0.44,2.07,0,338585,80985,127500,217485,111801,9505596,121100,1623,1590121,745,299426,111801,9505596,0,0,0,0,0,0,1,0,0,0,2237,2189.71,131691,109,a.Low(below 500)
7/27/2020,18,0.8,0.93,0.96,0.83,0.29,0.24,0.46,0.31,0.66,8,339809,84209,125500,218709,89565,9595161,121100,9525,1599877,685,300111,89565,9595161,0,0,0,0,0,0,1,0,0,0,2156,2192.29,131821,130,a.Low(below 500)
7/28/2020,26,0.82,0.95,0.97,0.86,0.29,0.25,0.5,0.37,1.14,13,341903,84303,127500,220803,147818,9742978,121100,7128,1607005,581,300692,147818,9742978,0,0,0,0,0,0,1,0,0,0,2066,2195.43,131940,119,a.Low(below 500)
7/29/2020,28,0.84,0.94,0.96,0.87,0.29,0.25,0.49,0.35,1.59,7,344403,84303,127500,220803,157439,9900604,123600,8041,1615048,763,301455,157439,9900604,0,0,0,0,0,0,1,0,0,0,2163,2204.29,132073,133,a.Low(below 500)
7/30/2020,17,0.86,0.94,0.96,0.88,0.29,0.26,0.49,0.36,1.75,9,344403,84303,127500,220803,170027,10070992,123600,36629,1651741,846,302301,170027,10070992,0,0,0,0,0,0,1,0,0,0,2191,2207.86,132206,133,a.Low(below 500)
7/31/2020,31,0.92,0.97,0.95,0.93,0.3,0.27,0.5,0.37,1.24,7,345157,82057,133000,224057,164748,10235737,121100,25472,1677213,880,303181,164748,10235737,0,0,0,0,0,0,1,0,0,0,2529,2223.57,132321,115,a.Low(below 500)
8/1/2020,20,0.97,1.07,1.06,0.99,0.31,0.32,0.54,0.42,1.89,0,336312,79212,127000,215212,146011,10381748,121100,16077,1693519,761,303942,146011,10381748,0,0,0,0,0,0,0,0,0,0,2816,2308.29,132448,127,a.Low(below 500)
8/2/2020,17,0.99,1.14,1.14,1.03,0.31,0.29,0.54,0.47,1.88,0,338413,81313,127000,217313,145568,10528542,121100,18218,1722395,744,304685,145568,10528542,0,0,0,0,0,0,0,0,0,0,2765,2383.71,132543,95,a.Low(below 500)
8/3/2020,23,0.88,0.98,0.97,0.9,0.32,0.27,0.51,0.37,1.25,11,338597,84497,124000,217497,144999,10673541,121100,13667,1733605,898,305623,144999,10673541,0,0,0,0,0,0,0,0,0,1,2865,2485,132653,110,a.Low(below 500)
8/4/2020,27,0.83,0.95,0.98,0.87,0.32,0.27,0.5,0.37,1.05,5,338731,84631,124000,217631,150265,10824501,121100,13157,1747490,670,306293,150265,10824501,0,0,0,0,0,0,0,0,0,1,2499,2546.86,132782,129,a.Low(below 500)
8/5/2020,13,0.84,0.96,0.98,0.87,0.33,0.28,0.51,0.37,1.2,3,341231,84631,124000,217631,161111,10986604,123600,13408,1761439,892,307184,161111,10986604,0,0,0,0,0,0,0,0,0,1,2578,2606.14,132923,141,a.Low(below 500)
8/6/2020,21,0.85,0.93,0.96,0.88,0.33,0.27,0.49,0.37,1.57,3,343231,84631,126000,219631,174833,11162162,123600,11147,1776818,950,308134,174833,11162162,0,0,0,0,0,0,0,0,0,1,2687,2677,133025,102,a.Low(below 500)
8/7/2020,24,0.89,0.96,0.96,0.91,0.33,0.28,0.5,0.37,1.26,8,338042,81942,126000,216942,173213,11335375,121100,8651,1785716,871,309005,173213,11335375,0,0,0,0,0,0,0,0,0,1,2977,2741,133141,116,a.Low(below 500)
8/8/2020,22,0.98,1.08,1.08,1.01,0.34,0.32,0.54,0.45,2.02,1,335327,79227,126000,214227,160651,11496026,121100,4525,1790336,758,309763,160651,11496026,0,0,0,0,0,0,0,0,0,1,2688,2722.71,133282,141,a.Low(below 500)
8/9/2020,19,1.01,1.15,1.16,1.05,0.34,0.31,0.51,0.49,1.89,1,337089,80989,126000,215989,162990,11659552,121100,3217,1793809,1062,310825,162990,11659552,0,0,0,0,0,0,0,0,0,1,2775,2724.14,133389,107,a.Low(below 500)
8/10/2020,25,0.9,1,1,0.93,0.35,0.28,0.53,0.39,1.22,7,337052,83952,126000,215952,152498,11812650,121100,11563,1805820,740,311641,152498,11812650,0,0,0,0,0,0,0,0,0,1,2832,2719.43,133477,88,a.Low(below 500)
8/11/2020,20,0.86,0.97,0.99,0.89,0.34,0.28,0.49,0.4,1.19,3,331146,84046,126000,210046,157558,11970337,121100,8753,1814960,1148,312789,157558,11970337,0,0,0,0,0,0,0,0,0,1,2491,2718.29,133592,115,a.Low(below 500)
8/12/2020,24,0.86,0.97,0.99,0.89,0.35,0.28,0.53,0.37,1.29,5,333646,84046,126000,210046,176489,12148434,123600,7955,1823078,1009,313798,176489,12148434,0,0,0,0,0,0,0,0,0,1,2544,2713.43,133693,101,a.Low(below 500)
8/13/2020,23,0.85,0.94,0.98,0.88,0.34,0.26,0.48,0.37,1.25,8,330646,84046,123000,207046,163470,12313091,123600,6387,1829645,1129,314927,163470,12313091,0,0,0,0,0,0,0,0,0,1,2566,2696.14,133823,130,a.Low(below 500)
8/14/2020,18,0.89,0.97,0.98,0.92,0.34,0.29,0.53,0.39,0.96,7,326042,81942,123000,204942,170441,12483532,121100,7516,1837089,1441,316367,170441,12483532,0,0,0,0,0,0,0,0,0,1,3018,2702,133926,103,a.Low(below 500)
8/15/2020,23,0.96,1.07,1.07,0.98,0.33,0.33,0.54,0.46,1.35,0,324327,79227,124000,203227,180197,12663729,121100,2790,1839916,1077,317444,180197,12663729,0,0,0,0,0,0,0,0,0,1,2702,2704,134025,99,a.Low(below 500)
8/16/2020,15,0.95,1.1,1.15,0.98,0.33,0.32,0.54,0.48,1.32,1,326086,80986,124000,204986,168144,12833817,121100,1132,1841024,1040,318484,168144,12833817,0,0,0,0,0,0,0,0,0,1,2779,2704.57,134105,80,a.Low(below 500)
8/17/2020,21,0.88,1,1,0.91,0.33,0.3,0.53,0.41,1.03,8,324408,80308,123000,203308,146264,12980099,121100,3910,1844952,713,319197,146264,12980099,0,0,0,0,0,0,0,0,0,1,2780,2697.14,134203,98,a.Low(below 500)
8/18/2020,15,0.86,0.98,0.99,0.89,0.33,0.3,0.54,0.43,1.08,8,324502,80402,123000,203402,157194,13137301,121100,5816,1850833,1089,320286,157194,13137301,0,0,0,0,0,0,0,0,0,1,2502,2698.71,134334,131,a.Low(below 500)
8/19/2020,13,0.84,0.95,0.97,0.87,0.33,0.3,0.51,0.39,0.82,4,331679,83079,125000,208079,181358,13317181,123600,9076,1860084,812,321098,181358,13317181,0,0,0,0,0,0,0,0,0,1,2621,2709.71,134451,117,a.Low(below 500)
8/20/2020,16,0.89,0.98,0.98,0.92,0.34,0.31,0.55,0.43,1.84,4,333679,83079,127000,210079,174250,13492242,123600,9683,1871174,1182,322280,174250,13492242,0,0,0,0,0,0,0,0,0,1,2712,2730.57,134549,98,a.Low(below 500)
8/21/2020,10,0.89,0.96,0.95,0.91,0.34,0.32,0.54,0.39,0.62,1,331165,83065,127000,210065,181878,13674120,121100,9482,1880759,1033,323313,181878,13674120,0,0,0,0,0,0,0,0,0,1,2963,2722.71,134658,109,a.Low(below 500)
8/22/2020,12,0.97,1.09,1.08,0.99,0.35,0.36,0.59,0.48,1.43,0,320987,79887,120000,199887,177279,13851399,121100,4176,1884935,1288,324601,177279,13851399,0,0,0,0,0,0,0,0,0,1,2726,2726.14,134731,73,a.Low(below 500)
8/23/2020,17,0.99,1.15,1.16,1.03,0.36,0.35,0.58,0.51,1.67,1,330893,79793,120000,209793,165455,14017466,121100,9754,1894689,1160,325761,165455,14017466,0,0,0,0,0,0,0,0,0,1,2831,2733.57,134805,74,a.Low(below 500)
8/24/2020,10,0.92,1.02,0.99,0.94,0.4,0.32,0.57,0.45,1.14,1,349065,82965,135000,227965,147940,14165419,121100,5453,1900142,853,326614,147940,14165419,0,0,0,0,0,0,0,0,0,1,2922,2753.86,134898,93,a.Low(below 500)
8/25/2020,22,0.82,0.93,0.95,0.85,0.38,0.35,0.56,0.38,0.44,3,349159,83059,135000,228059,179602,14366169,121100,6898,1907040,1184,327798,179602,14366169,0,0,0,0,0,0,0,0,0,1,2513,2755.43,135020,122,a.Low(below 500)
8/26/2020,16,0.9,1,0.99,0.93,0.38,0.36,0.58,0.44,1.21,4,354659,83059,138000,231059,206143,14573699,123600,7237,1914295,1048,328846,206143,14573699,0,0,0,0,0,0,0,0,0,1,2694,2765.86,135153,133,a.Low(below 500)
8/27/2020,12,0.87,0.96,0.98,0.89,0.38,0.32,0.53,0.41,0.94,7,354659,83059,138000,231059,194522,14775686,123600,8894,1923278,1522,330368,194522,14775686,0,0,0,0,0,0,0,0,0,1,2800,2778.43,135306,153,a.Low(below 500)
8/28/2020,12,0.92,0.98,0.97,0.93,0.38,0.34,0.55,0.43,0.66,1,352134,83034,138000,231034,188974,14965319,121100,8237,1931515,1276,331644,188974,14965319,0,0,0,0,0,0,0,0,0,1,3154,2805.71,135443,137,a.Low(below 500)
8/29/2020,8,0.98,1.09,1.07,1.01,0.38,0.42,0.62,0.53,1.33,0,349002,79902,138000,227902,180033,15145352,121100,3477,1934992,1108,332752,180033,15145352,0,0,0,0,0,0,0,0,0,1,2813,2818.14,135553,110,a.Low(below 500)
8/30/2020,11,1.02,1.16,1.07,1.05,0.38,0.39,0.59,0.59,1.78,1,348868,79768,138000,227768,181038,15326390,121100,1027,1936019,1715,334467,181038,15326390,0,0,0,0,0,0,0,0,0,1,2954,2835.71,135630,77,a.Low(below 500)
8/31/2020,18,0.86,0.74,0.46,0.82,0.32,0.45,0.69,0.54,1.32,1,370322,83222,156000,249222,180368,15506758,121100,1566,1937585,1406,335873,180368,15506758,0,0,0,0,0,0,0,0,0,0,3008,2848,135721,91,a.Low(below 500)
9/1/2020,11,0.91,1.01,0.99,0.94,0.35,0.33,0.55,0.49,1.15,8,369937,83337,155500,248837,171339,15677964,121100,4348,1941933,1295,337168,171339,15677964,0,0,0,0,0,0,0,0,0,0,2702,2875,135855,134,a.Low(below 500)
9/2/2020,15,0.87,0.98,1.03,0.9,0.36,0.35,0.52,0.45,1.07,1,372437,83337,155500,248837,196734,15886354,123600,6487,1948420,1508,338676,196734,15886354,0,0,0,0,0,0,0,0,0,0,2576,2858.14,136002,147,a.Low(below 500)
9/3/2020,9,0.87,0.97,1.02,0.9,0.37,0.33,0.53,0.48,1.26,4,354937,83337,138000,231337,198603,16085952,123600,7229,1955714,1735,340411,198603,16085952,0,0,0,0,0,0,0,0,0,0,2726,2847.57,136148,146,a.Low(below 500)
9/4/2020,15,0.93,1.01,1.02,0.95,0.38,0.36,0.56,0.5,1.06,2,352249,83149,138000,231149,202893,16288845,121100,7841,1963555,1940,342351,202893,16288845,0,0,0,0,0,0,0,0,0,0,3053,2833.14,136303,155,a.Low(below 500)
9/5/2020,14,1,1.13,1.16,1.03,0.38,0.42,0.61,0.54,1.75,0,352967,79867,142000,231867,189054,16477899,121100,2807,1966362,1813,344164,189054,16477899,0,0,0,0,0,0,0,0,0,0,2608,2803.86,136434,131,a.Low(below 500)
9/6/2020,13,1.01,1.17,1.2,1.04,0.39,0.41,0.58,0.56,1.77,1,357873,79773,147000,236773,192892,16670772,121100,1256,1971037,2988,347152,192892,16670772,0,0,0,0,0,0,0,0,0,0,2827,2785.71,136573,139,a.Low(below 500)
9/7/2020,24,0.9,1.03,1.04,0.94,0.43,0.34,0.58,0.54,0.99,7,369863,82763,156000,248763,201965,16872752,121100,3989,1976865,2948,350100,201965,16872752,0,0,0,0,0,0,0,0,0,0,2758,2750,136720,147,a.Low(below 500)
9/8/2020,16,0.88,1.01,1.04,0.92,0.43,0.34,0.58,0.57,1.11,1,364917,82817,161000,243817,202809,17076613,121100,6800,1983892,2460,352560,202809,17076613,0,0,0,0,0,0,0,0,0,0,2444,2713.14,136907,187,a.Low(below 500)
9/9/2020,14,0.89,1.02,1.04,0.93,0.43,0.35,0.58,0.55,1.42,5,374917,82817,161000,253817,220626,17302598,121100,6839,1990731,2659,355219,220626,17302598,0,0,0,0,0,0,0,0,0,0,2508,2703.43,137110,203,a.Low(below 500)
9/10/2020,16,0.89,1,1.02,0.92,0.42,0.36,0.58,0.56,1.43,4,356917,82817,152000,235817,233125,17544471,121100,7187,1997918,2919,358138,233125,17544471,0,0,0,0,0,0,0,0,0,0,2653,2693,137329,219,a.Low(below 500)
9/11/2020,20,0.94,1.03,1.03,0.96,0.42,0.37,0.59,0.55,0.99,3,356057,82857,152000,234957,241650,17825744,121100,9189,2007237,3539,361677,241650,17825744,0,0,0,0,0,0,0,0,0,0,3112,2701.43,137561,232,a.Low(below 500)
9/12/2020,23,0.98,1.12,1.13,1.01,0.41,0.4,0.59,0.54,1.68,0,353115,80015,152000,232015,228748,18054492,121100,3221,2010458,3497,365174,228748,18054492,0,0,0,0,0,0,0,0,0,0,2513,2687.86,137779,218,a.Low(below 500)
9/13/2020,20,1.03,1.21,1.23,1.07,0.41,0.4,0.58,0.58,1.95,0,353021,79921,152000,231921,225380,18279872,121100,1695,2012153,3330,368504,225380,18279872,0,0,0,0,0,0,0,0,0,0,2778,2680.86,138005,226,a.Low(below 500)
9/14/2020,21,0.93,1.05,1.05,0.97,0.4,0.35,0.58,0.58,1.22,8,373917,82817,160000,242817,216526,18496398,131100,4666,2024845,2621,371125,216526,18496398,0,0,0,0,0,0,0,1,0,0,2754,2680.29,138263,258,a.Low(below 500)
9/15/2020,26,0.89,1.02,1.02,0.93,0.4,0.34,0.57,0.59,1.17,8,364011,82911,160000,242911,236827,18734356,121100,51995,2076840,3105,374228,236827,18734356,0,0,0,0,0,0,0,1,0,0,2437,2679.29,138534,271,a.Low(below 500)
9/16/2020,31,0.89,1.02,1.05,0.93,0.4,0.36,0.58,0.56,1.33,5,374011,82911,170000,252911,242273,18979747,121100,43023,2119863,3991,378219,242273,18979747,0,0,0,0,0,0,0,1,0,0,2481,2675.43,138819,285,a.Low(below 500)
9/17/2020,38,0.9,1,1.03,0.93,0.39,0.35,0.58,0.58,1.54,6,374621,82871,170650,253521,240202,19221203,121100,27092,2147094,3395,381614,240202,19221203,0,0,0,0,0,0,0,1,0,0,2689,2680.57,139084,265,a.Low(below 500)
9/18/2020,30,0.95,1.03,1.03,0.97,0.39,0.36,0.59,0.57,1.19,7,377049,82899,173050,255949,266308,19488409,121100,23603,2170775,4322,385936,266308,19488409,0,0,0,0,0,0,0,1,0,0,3068,2674.29,139347,263,a.Low(below 500)
9/19/2020,25,0.99,1.14,1.14,1.02,0.39,0.42,0.58,0.55,1.67,0,376670,80270,175300,255570,250954,19739363,121100,14743,2185518,4422,390358,250954,19739363,0,0,0,0,0,0,0,1,0,0,2454,2665.86,139608,261,a.Low(below 500)
9/20/2020,40,1.02,1.21,1.25,1.06,0.39,0.4,0.61,0.58,1.82,2,378477,80177,177200,257377,234786,19974148,121100,12313,2197831,3899,394257,234786,19974148,0,0,0,0,0,0,0,1,0,0,2771,2664.86,139897,289,a.Low(below 500)
9/21/2020,30,0.92,1.05,1.06,0.96,0.39,0.35,0.58,0.59,1.25,7,391221,82989,180700,270121,206782,20180930,121100,11277,2209108,4368,398625,206782,20180930,0,0,0,0,0,0,0,1,0,0,2716,2659.43,140270,373,a.Low(below 500)
9/22/2020,39,0.88,1.02,1.04,0.92,0.39,0.35,0.59,0.6,1.22,10,388222,83177,175700,267122,234815,20391992,121100,11544,2224804,4926,403551,234815,20391992,0,0,0,0,0,0,1,1,0,0,2373,2650.29,140622,352,a.Low(below 500)
9/23/2020,58,0.85,1,1.05,0.89,0.38,0.34,0.57,0.54,0.81,6,398334,83271,180700,277234,259221,20652193,121100,10207,2248826,6178,409729,259221,20652193,0,0,0,0,0,0,1,1,0,0,2409,2640,141046,424,a.Low(below 500)
9/24/2020,34,0.86,1,1.04,0.9,0.38,0.34,0.57,0.56,1.16,3,402755,83265,187700,281655,262109,20927096,121100,12659,2261740,6634,416363,262109,20927096,0,0,0,0,0,0,1,1,1,0,2595,2626.57,141471,425,a.Low(below 500)
9/25/2020,40,0.91,1.02,1.03,0.94,0.37,0.36,0.58,0.56,0.87,7,405687,83321,187600,284587,288701,21217136,121100,10017,2271840,6874,423236,288701,21217136,0,0,0,0,0,0,1,1,1,0,2979,2613.86,141853,382,a.Low(below 500)
9/26/2020,47,0.95,1.1,1.16,0.98,0.37,0.42,0.57,0.54,1.23,1,402176,80497,189600,281076,255488,21472624,121100,4809,2276649,6042,429277,255488,21472624,0,0,0,0,0,0,1,1,1,0,2433,2610.86,142205,352,a.Low(below 500)
9/27/2020,56,0.96,1.14,1.24,1,0.36,0.41,0.57,0.58,1.37,4,411499,80215,188600,290399,263526,21736150,121100,3912,2280561,5693,434969,263526,21736150,0,0,0,0,0,0,1,1,1,0,2693,2599.71,142548,343,a.Low(below 500)
9/28/2020,55,0.89,1.04,1.07,0.93,0.35,0.34,0.57,0.57,1.14,11,424884,83090,204600,303784,227038,21963666,121100,4885,2285446,4044,439013,227038,21963666,0,0,0,0,0,0,1,1,1,0,2688,2595.71,142993,445,a.Low(below 500)
9/29/2020,48,0.87,1.01,1.05,0.91,0.34,0.34,0.58,0.61,1.04,7,417912,83299,205600,296812,232212,22209600,121100,5088,2297407,7143,446156,232212,22209600,0,0,0,0,0,0,1,1,1,0,2330,2589.57,143435,442,a.Low(below 500)
9/30/2020,61,0.84,1,1.05,0.88,0.33,0.34,0.57,0.55,0.86,9,444525,83393,227600,323425,255915,22468246,121100,5883,2303486,7108,453264,255915,22468246,0,0,0,0,0,0,1,1,1,0,2308,2575.14,143887,452,a.Low(below 500)
10/1/2020,71,0.86,0.98,1.05,0.89,0.34,0.34,0.58,0.59,1.29,16,431388,83299,213400,310288,264979,22738421,121100,6573,2310039,6914,460178,264979,22738421,0,0,0,0,0,0,1,1,1,0,2357,2541.14,144416,529,b.Medium(500-1500)
10/2/2020,74,0.87,0.99,1.02,0.9,0.34,0.34,0.55,0.55,0.6,13,426980,83299,213850,305880,269820,23008415,121100,6920,2317067,6968,467146,269820,23008415,0,0,0,0,0,0,1,1,1,0,2787,2513.71,144945,529,b.Medium(500-1500)
10/3/2020,70,0.85,1,1.11,0.87,0.33,0.39,0.54,0.47,0.6,4,425668,80497,215000,304568,286802,23295217,121100,1944,2319011,12872,480017,286802,23295217,0,0,0,0,0,0,1,1,1,0,2255,2488.29,145478,533,b.Medium(500-1500)
10/4/2020,63,0.86,1.02,1.16,0.89,0.33,0.37,0.52,0.55,0.7,0,423250,79547,219000,302150,250348,23545565,121100,1275,2320286,22961,502978,250348,23545565,0,0,0,0,0,0,1,1,1,0,2430,2450.71,146111,633,b.Medium(500-1500)
10/5/2020,68,0.86,1.03,1.06,0.91,0.34,0.33,0.59,0.59,0.95,20,434902,82587,220000,313802,273100,23818928,121100,3503,2328210,12594,515571,273100,23818928,0,0,0,0,0,0,1,1,1,0,2459,2418,146741,630,b.Medium(500-1500)
10/6/2020,84,0.84,1,1.05,0.88,0.35,0.34,0.58,0.6,0.84,6,427273,83070,220000,306173,261336,24081522,121100,4473,2336467,14542,530113,261336,24081522,0,0,0,0,0,0,1,1,1,0,2096,2384.57,147466,725,b.Medium(500-1500)
10/7/2020,110,0.86,1.01,1.06,0.9,0.36,0.35,0.59,0.58,1.27,10,428735,83164,220000,307635,254579,24337590,121100,4965,2341430,14162,544275,254579,24337590,0,0,0,0,0,0,1,1,1,0,2137,2360.14,148160,694,b.Medium(500-1500)
10/8/2020,97,0.84,0.98,1.04,0.88,0.35,0.34,0.57,0.57,1.09,16,434944,83249,230150,313844,285015,24640915,121100,5089,2346555,17540,561815,285015,24640915,0,0,0,0,0,0,1,1,1,0,2308,2353.14,148874,714,b.Medium(500-1500)
10/9/2020,96,0.88,1,1.04,0.91,0.36,0.36,0.6,0.57,0.95,20,428091,80630,226000,306991,296559,24937474,121100,6261,2352816,13864,575679,296559,24937474,0,0,0,0,0,0,1,1,1,0,2689,2339.14,149582,708,b.Medium(500-1500)
10/10/2020,107,0.91,1.07,1.14,0.94,0.36,0.43,0.61,0.53,1.26,4,429730,80630,228000,308630,279606,25217079,121100,2370,2355186,15166,590844,279606,25217079,0,0,0,0,0,0,1,1,1,0,2127,2320.86,150306,724,b.Medium(500-1500)
10/11/2020,128,0.94,1.13,1.22,0.98,0.36,0.41,0.61,0.58,1.66,4,431021,82921,227000,309921,258955,25476034,121100,523,2355709,12872,603716,258955,25476034,0,0,0,0,0,0,1,1,1,0,2315,2304.43,151130,824,b.Medium(500-1500)
10/12/2020,120,0.85,1.02,1.06,0.89,0.36,0.33,0.59,0.56,0.79,30,465259,83159,261000,344159,219074,25697164,121100,2973,2358759,13972,617688,219074,25697164,0,0,0,0,0,0,1,1,1,0,2284,2279.43,152019,889,b.Medium(500-1500)
10/13/2020,119,0.83,1,1.05,0.88,0.37,0.34,0.57,0.58,1.17,15,465526,83426,261000,344426,264713,25999507,121100,3429,2371573,17234,634920,264713,25999507,0,0,0,0,0,0,1,1,1,0,1902,2251.71,153050,1031,b.Medium(500-1500)
10/14/2020,123,0.84,0.99,1.06,0.88,0.36,0.35,0.59,0.56,1.42,15,466235,83710,261425,345135,295690,26301012,121100,4833,2376566,19724,654644,295690,26301012,0,0,0,0,0,0,1,1,1,0,1984,2229.86,154039,989,b.Medium(500-1500)
10/15/2020,152,0.84,0.99,1.04,0.88,0.36,0.36,0.59,0.57,1.15,15,444106,83306,239700,323006,304315,26605703,121100,4541,2381149,18980,673622,304315,26605703,0,0,0,0,0,0,1,1,1,0,2144,2206.43,155086,1047,b.Medium(500-1500)
10/16/2020,162,0.88,1,1.04,0.91,0.36,0.38,0.6,0.56,1.02,19,449561,83461,245000,328461,312178,26917855,121100,6078,2387250,15650,689257,312178,26917855,0,0,0,0,0,0,1,1,1,0,2663,2202.71,156011,925,b.Medium(500-1500)
10/17/2020,186,0.88,1.06,1.14,0.92,0.35,0.37,0.57,0.51,1.38,2,448768,80668,247000,327668,308416,27226271,121100,1226,2388476,16171,705428,308416,27226271,0,0,0,0,0,1,1,0,1,0,2166,2208.29,157043,1032,b.Medium(500-1500)
10/18/2020,167,0.88,1.08,1.24,0.93,0.35,0.39,0.56,0.55,1.54,2,451470,83370,247000,330370,306893,27533164,121100,495,2388971,16982,722409,306893,27533164,0,0,0,0,0,1,1,0,1,0,2231,2196.29,158134,1091,b.Medium(500-1500)
10/19/2020,193,0.85,1.02,1.07,0.89,0.34,0.32,0.57,0.56,0.92,54,483221,83220,276000,362121,260338,27795752,121100,3192,2392163,18804,741212,260338,27795752,0,0,0,0,0,1,1,0,1,0,2109,2171.29,159242,1108,b.Medium(500-1500)
10/20/2020,210,0.83,0.99,1.05,0.87,0.34,0.32,0.55,0.58,0.76,33,494633,83574,281000,373533,279996,28078061,121100,3886,2405116,21331,762542,279996,28078061,0,0,0,0,0,1,1,0,1,0,1767,2152,160436,1194,b.Medium(500-1500)
10/21/2020,232,0.8,0.97,1.05,0.85,0.34,0.32,0.53,0.52,0.62,21,501149,83108,284000,380049,310322,28399151,121100,4530,2410017,26688,789229,310331,28399160,0,0,0,0,0,1,1,0,1,0,1834,2130.57,161700,1264,b.Medium(500-1500)
10/22/2020,242,0.84,0.97,1.06,0.88,0.34,0.33,0.57,0.56,1.06,21,482673,83574,264100,361573,340132,28744108,121100,3775,2413880,21242,810467,340137,28744122,0,0,0,0,0,1,1,0,1,0,2022,2113.14,162984,1284,b.Medium(500-1500)
