date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
10/23/2021,162,1.02,1.22,1.18,1.06,0.7,0.7,0.79,0.76,1.03,1,985841,198864,659390,863441,371984,147568566,122400,446,5006081,44985,8734934,706080,322206179,0,0,0,0,0,0,0,0,0,0,3530,3646.14,569529,911,b.Medium(500-1500)
10/24/2021,160,1.02,1.25,1.23,1.06,0.69,0.73,0.79,0.83,0.91,2,981725,198864,658110,859325,337524,147908666,122400,199,5006375,39962,8773674,785553,323023454,0,0,0,0,0,0,0,0,0,0,3799,3654,570498,969,b.Medium(500-1500)
10/25/2021,144,0.92,1.08,1.06,0.96,0.67,0.57,0.74,0.66,0.76,19,981920,198864,660210,859520,293174,148244019,122400,2378,5008753,36567,8809774,820481,323939188,0,0,0,0,0,0,0,0,0,0,3738,3657.29,571557,1059,b.Medium(500-1500)
10/26/2021,170,0.89,1.05,1.05,0.93,0.66,0.63,0.73,0.68,0.7,15,983763,198864,660110,861363,395110,148640050,122400,2845,5011598,40954,8853227,802547,324785300,0,0,0,0,0,0,0,0,0,0,3218,3657.57,572665,1108,b.Medium(500-1500)
10/27/2021,166,0.9,1.05,1.06,0.94,0.65,0.64,0.75,0.64,0.77,13,999967,198864,661660,877567,435341,149076964,122400,2277,5013875,43941,8897149,916286,325738621,0,0,0,0,0,0,0,0,0,0,3449,3667.14,573813,1148,b.Medium(500-1500)
10/28/2021,191,0.9,1.03,1.03,0.93,0.64,0.65,0.79,0.66,0.79,8,990934,198864,660640,868534,422086,149539061,122400,2881,5016756,39842,8936155,875931,326700390,0,0,0,0,0,0,0,0,0,0,3590,3653.57,574888,1075,b.Medium(500-1500)
10/29/2021,177,0.92,1.04,1.02,0.95,0.65,0.63,0.75,0.64,0.54,10,997603,198849,660640,875203,432229,149976171,122400,2233,5018989,43467,8979236,847823,327591426,0,0,0,0,0,0,0,0,0,0,4106,3632.86,575913,1025,b.Medium(500-1500)
10/30/2021,156,1,1.19,1.16,1.04,0.64,0.78,0.87,0.75,0.84,1,1000389,198849,670680,877989,347796,150328550,122400,503,5019492,41278,9019962,678413,328302966,0,0,0,0,0,0,0,0,0,0,3561,3637.29,576813,900,b.Medium(500-1500)
10/31/2021,183,1,1.24,1.2,1.04,0.65,0.63,0.77,0.8,0.55,1,996904,198849,674710,874504,284973,150621589,122400,429,5019964,38009,9057629,950858,329290063,0,0,0,0,0,0,0,0,0,0,4001,3666.14,577822,1009,b.Medium(500-1500)
11/1/2021,178,0.91,1.1,1.09,0.96,0.65,0.57,0.72,0.75,0.63,27,984088,198849,662450,861688,247141,150873141,122400,2650,5022614,40077,9097311,905663,330280410,0,0,0,0,0,0,0,0,0,0,3823,3678.29,578909,1087,b.Medium(500-1500)
11/2/2021,154,0.9,1.1,1.06,0.95,0.66,0.61,0.74,0.83,0.72,17,989465,198849,662490,867065,431254,151304965,122400,2982,5025596,33865,9130857,868999,331201693,0,0,0,0,0,0,0,0,0,0,3273,3686.14,579986,1077,b.Medium(500-1500)
11/3/2021,170,0.9,1.1,1.07,0.95,0.67,0.63,0.72,0.78,0.9,6,1002138,198849,662370,879738,432400,151739577,122400,2829,5028425,41299,9171660,1020990,332263199,0,0,0,0,0,0,0,0,0,0,3295,3664.14,580964,978,b.Medium(500-1500)
11/4/2021,159,0.91,1.09,1.07,0.96,0.67,0.64,0.72,0.8,1.01,6,988687,198849,662760,866287,376944,152151822,122400,3463,5035382,37269,9208219,914955,333275058,0,0,0,0,0,0,0,0,0,0,3515,3653.43,581837,873,b.Medium(500-1500)
11/5/2021,146,0.94,1.08,1.05,0.98,0.68,0.62,0.74,0.79,0.82,11,983721,198850,659420,861321,419993,152581949,122400,3474,5038856,34029,9241916,831151,334157332,0,0,0,0,0,0,0,0,0,0,3861,3618.43,582685,848,b.Medium(500-1500)
11/6/2021,154,0.97,1.17,1.13,1,0.68,0.76,0.83,0.74,0.98,3,983910,198850,662660,861510,338232,152923501,122400,437,5039293,30693,9272066,649990,334836740,0,0,0,0,0,0,0,0,0,0,2952,3531.43,583507,822,b.Medium(500-1500)
11/7/2021,139,1.02,1.25,1.24,1.06,0.69,0.75,0.78,0.86,1.02,1,984403,198850,662520,862003,262951,153202207,122400,305,5039667,30305,9301909,869016,335748629,0,0,0,0,0,0,0,0,0,0,3484,3457.57,584385,878,b.Medium(500-1500)
11/8/2021,133,0.92,1.11,1.1,0.96,0.7,0.57,0.73,0.79,0.85,16,983863,198850,662500,861463,286807,153494782,122400,1556,5041223,32322,9333891,920068,336750429,0,0,0,0,0,0,0,0,0,0,3524,3414.86,585393,1008,b.Medium(500-1500)
11/9/2021,123,0.9,1.09,1.09,0.95,0.7,0.6,0.74,0.84,0.79,7,948980,198991,627580,826580,420510,153917864,122400,2561,5043784,33117,9366676,851560,337652167,0,0,0,0,0,0,0,0,0,0,3079,3387.14,586376,983,b.Medium(500-1500)
11/10/2021,130,0.9,1.09,1.09,0.95,0.7,0.61,0.72,0.79,0.94,9,949071,198991,627680,826671,433303,154354254,122400,3154,5047647,39329,9406001,1024023,338714307,0,0,0,0,0,0,0,0,0,0,3097,3358.86,587353,977,b.Medium(500-1500)
11/11/2021,92,0.9,1.07,1.07,0.95,0.71,0.62,0.75,0.81,1.04,7,952881,198991,631490,830481,438485,154823779,122400,3862,5051509,42408,9448402,980626,339786206,0,0,0,0,0,0,0,0,0,0,3376,3339,588308,955,b.Medium(500-1500)
11/12/2021,64,0.93,1.08,1.06,0.97,0.71,0.62,0.78,0.78,0.63,8,953074,198994,631680,830674,396046,155223640,122400,2981,5054490,40375,9487302,830535,340663307,0,0,0,0,0,0,0,0,0,0,3744,3322.29,589188,880,b.Medium(500-1500)
